id,cidade,uf,lat,lng,nome_polo,nome_fantasia,logradouro,numero,bairro,cep,complemento,telefone1,telefone2,email1,email2,url
189,Nova Friburgo,RJ,-22.30908310,-42.54284560,NOVA FRIBURGO - OLARIA,POLO UAB - NOVA FRIBURGO,Av. José Pires Barroso,0,Olaria,28620075,CIEP 124 Licínio Teixera,(22) 25192437,(22) 25192043,polo-novafriburgo@cecierj.edu.br,NULL,NULL
102,Itamonte,MG,-22.31547250,-44.73814320,ITAMONTE - CENTRO,POLO UAB - ITAMONTE,Rua Presidente Vargas,149,Centro,37446-00,NULL,(35) 33631103,(),uabitamonte@yahoo.com.br,NULL,NULL
313,Araras,SP,-22.36390900,-47.37866070,ARARAS - CENTRO,POLO UAB - ARARAS,Av. Nestlé,58,Centro,13601005,NULL,(19) 35479696,(),uabararas@gmail.com,educação@araras.sp.gov.br,NULL
186,Macaé,RJ,-22.38367050,-41.78274610,MACAE - IMBOACICA,POLO UAB - MACAE,"Rodovia Amaral Peixoto, Km 164",0,Imboacica,0,Prédio do CEFET - Campos Macaé,(22) 27656029,(22) 27965016,cederjmacae@yahoo.com.br,NULL,NULL
862,Barra do Piraí,RJ,-22.46290680,-43.81557870,BARRA DO PIRAI - QUIMICA,POLO UAB - BARRA DO PIRAI,Rua Dr. Luiz Alves Pereira,70,Quimica,27130140,2º Andar,(24) 24431956,(),polo-barradopirai@cederj.rj.gov.br,EVITEIXEIRA@GMAIL.COM,NULL
662,Rio das Ostras,RJ,-22.46508170,-41.93948920,RIO DAS OSTRAS - ZONA ESPECIAL DE NEGOCIOS- ZEN,POLO RIO DAS OSTRAS,Rua do Engenheiro,0,Zona Especial de Negocios - Zen,28890000,"Quadra F, lote 9C",(22) 27603367,(),polo.uabriodasostras@gmail.com,polo.uab@riodasostras.rj.gov.br,NULL
194,Resende,RJ,-22.47218760,-44.44832370,RESENDE - CENTRO,POLO UAB - RESENDE/RJ - PROF  WALDA VALKYRIA BRUNO,Rua Padre Marques,68,Centro,27541100,"Subsolo, Térreo, primeiro ao quinto andar",(24) 33548053,() 33547337,polo.educar@yahoo.com.br,NULL,NULL
187,Miguel Pereira,RJ,-22.48556990,-43.50156230,MIGUEL PEREIRA - GOVERNADOR PORTELA,POLO UAB - MIGUEL PEREIRA,Rua Luiz Eugênio,61,Recreio,26900-00,NULL,(24) 24846218,(24) 28438463,polomiguelpereira@gmail.com,NULL,NULL
205,Volta Redonda,RJ,-22.50456720,-44.09577200,VOLTA REDONDA - JARDIM PARAIBA,POLO UAB - VOLTA REDONDA,Rua 539,0,Jardim Paraiba,27215500,Andar inferior do Estádio Municipal Futebol Raulino Oliveira,(24) 33394221,(),secr.cederjvr@hotmail.com,NULL,NULL
191,Petrópolis,RJ,-22.53281210,-43.20769290,PETRÓPOLIS - CASCATINHA,POLO UAB - PETROPOLIS,Estrada Machado Fagundes,326,Cascatinha,25716001,Estrada da Saudade,(24) 22468680,(24) 22496981,polo-petropolis@cecierj.rj.gov.br,meirellesguerra@gmail.com,NULL
1164,Paraisópolis,MG,-22.556284,-45.776055,PARAISÓPOLIS - JARDIM AEROPORTO,Polo UAB de Paraisópolis,Rua Cimbica,37,Jardim Aeroporto,37660000,NULL,(35) 36511603,(35) 984058332,polouabparaisopolis@gmail.com,educacao@paraisopolis.mg.gov.br,NULL
91,Cambuí,MG,-22.57710800,-46.07539910,CAMBUI - CENTRO,POLO UAB - CAMBUI,Rua Antonio Alexandre de Moraes,39,Centro,37600000,NULL,(35) 34316693,(35) 987075089,polouab@prefeituradecambui.mg.gov.br,elizendadardes@hotmail.com,NULL
192,Piraí,RJ,-22.60255800,-43.90551550,PIRAI - CENTRO,POLO UAB - PIRAI,Rua Roberto Silveira,86,Centro,27175000,NULL,(24) 24319982,(24) 24316234,polo-pirai@cederj.rj.gov.br,cederj@piraidigital.com.br,NULL
190,Paracambi,RJ,-22.61730510,-43.69508040,PARACAMBI - FABRICA,POLO UAB - PARACAMBI,Rua Sebastião de Lacerda,0,Fábrica - Paracambi - RJ,26600000,Polo CEDERJ - UAB Paracambi,(21) 36933299,(21) 36933299,polo-paracambi@cecierj.edu.br,NULL,NULL
564,Magé,RJ,-22.63379450,-43.13595420,MAGE - CENTRO,POLO UAB - MAGE,Av. Padre Anchieta,163,Centro,25900010,Escola  Munic. Desembargador Oswaldo Portella,(21) 26334015,(21) 36304255,cederjmage@gmail.com,tucka13@gmail.com,NULL
848,Diamante do Norte,PR,-22.65064580,-52.89558750,DIAMANTE DO NORTE - CRN UEM,POLO UAB DE DIAMANTE DO NORTE,Rodovia PR 182,0,-,87990000,Km 1 - UEM - Campus Regional do Noroeste,(44) 34298000,(44) 34298300,adriana.ga.va@hotmail.com,gavadri@ig.com.br,NULL
863,Belford Roxo,RJ,-22.71197960,-43.34446170,BELFORD ROXO - PARQUE COLONIAL (JARDIM DO IPE- LOTE XV),POLO UAB - BELFORD ROXO,RUA ISITUBA,0,PARQUE COLONIAL (JARDIM DO IPÊ - LOTE XV),26180-10,NULL,(21) 31356132,(),polocederjbr@hotmail.com,NULL,NULL
195,Rio Bonito,RJ,-22.73739420,-42.59016720,RIO BONITO - PRACA DO CRUZEIRO,POLO UAB - RIO BONITO,BR 101 - KM 265 - Praça Cruzeiro,0,Praça Cruzeiro,28800000,Colégio Munic. Dr. Astério Alves de Mendonça,() 36344081,(21),poloriobonitocederj@gmail.com,NULL,NULL
154,Água Branca,PI,-22.75339600,-47.63155250,AGUA BRANCA - CENTRO,POLO UAB - UNIVERSIDADE ABERTA DO PIAUI - AGUA BRANCA,Avenida José Miguel,0,Centro,64640000,NULL,(86) 32821425,(),aguabrancauapi@yahoo.com.br,ceicapacheco@bol.com.br,www.uapi.ufpi.br
593,Nova Iguaçu,RJ,-22.75613190,-43.46074190,NOVA IGUACU - CENTRO,POLO UAB - NOVA IGUACU,Rua Doutor Paulo Froes Machado,38,Centro,26255-17,NULL,(21) 26694811,(),polo-novaiguacu@cederj.rj.gov.br,cbittencourt@cederj.rj.gov.br,NULL
287,Tarumã,SP,-22.77429800,-50.61714290,TARUMA - CENTRO,POLO MUNICIPAL DE APOIO PRESENCIAL DE TARUMA -,Rua Girassol,201,Centro,19820000,Em frente a câmara Municipal de Educação De Tarumã,() 33292950,(18),polotaruma.uab@gmail.com,polotaruma.uab.secretaria@gmail.com,NULL
450,Duque de Caxias,RJ,-22.78365320,-43.30727560,DUQUE DE CAXIAS - JARDIM 25 DE AGOSTO,POLO UAB - DUQUE DE CAXIAS,Rua Marechal Floriano,555,Bairro Jardim 25 de agosto,25075000,NULL,(21) 26533963,(21) 36573025,caxias.cederj@ig.com.br,NULL,NULL
174,Nova Londrina,PR,-22.79564860,-52.98143830,NOVA LONDRINA - CENTRO,POLO UAB _ POLO MUNICIPAL DE APOIO PRESENCIAL DE NOVA LONDRINA EM EAD - UAB,Praça da Matriz,238,Centro,87970000,Escola Municipal Isolde Julieta Andreatta,(44) 34321351,(44) 34321179,educanl@yahoo.com.br,sec-polouabnl@hotmail.com,NULL
200,São Gonçalo,RJ,-22.83039940,-43.08542070,SAO GONCALO - GRADIM,POLO UAB - SAO GONCALO,Rua Visconde de Itauna,0,Gradim,24431-00,NULL,(21) 37093809,(21) 37156823,polosgcederj@yahoo.com.br,eli.vian@hotmail.com,NULL
202,São Pedro da Aldeia,RJ,-22.85248200,-42.05201660,SAO PEDRO DA ALDEIA - NOVA SAO PEDRO DA ALDEIA,POLO UAB - SAO PEDRO DA ALDEIA,Rua A,0,Nova São Pedro,28940000,FAETEC,(22) 26272168,(),polosaopedrocederj@yahoo.com.br,fatimacederj@yahoo.com.br,NULL
512,Itaguaí,RJ,-22.86414220,-43.77579390,ITAGUAI - CENTRO,POLO UAB/CEDERJ ITAGUAI,Rua Divino Jose Batista,125,Centro,23815000,Colegio Municipal Senador Teotonio Vilela,(),(),polo-itaguai@cederj.rj.gov.br,diretor-itaguai@cederj.rj.gov.br,NULL
203,Saquarema,RJ,-22.87620880,-42.46685020,SAQUAREMA - RIO DE AREIA,POLO UAB - SAQUAREMA,Rua Antônio Ferreira,110,Rio de Areia,2890000,2º andar da Escola Municipal Edilson Vignóli Martins,(22) 26554041,(),polosaquarema@cederj.rj.gov.br,polosaquarema@yahoo.com.br,NULL
861,Niterói,RJ,-22.87998820,-43.10432270,NITEROI - FONSECA,POLO UAB - NITEROI,Rua Soares Miranda,77,Fonseca,24130030,5º Andar,(21) 36038340,(21) 27216678,santos.mfatima1@gmail.com,polo-niteroi@cecierj.edu.br,NULL
196,Rio de Janeiro,RJ,-22.89876670,-43.57912110,RIO DE JANEIRO - CAMPO GRANDE,POLO UAB - CAMPO GRANDE,Av. Manuel Caldeira de Alvarenga,1203,Campo Grande,23070200,Segundo Andar,(21) 23327581,(21) 23327580,polo-campogrande@cecierj.edu.br,NULL,NULL
375,Campinas,SP,-22.89920060,-47.03229140,CAMPINAS - JARDIM PAINEIRAS,CAMPINAS,Rua João Alves dos Santos,860,Jardim Paineiras,13092331,NULL,(19) 32591496,(19) 32591495,uab@campinas.sp.gov.br,uabcampinas@gmail.com,https://www.facebook.com/uabcampinas/
353,Bragança Paulista,SP,-22.93503260,-46.53873550,BRAGANCA PAULISTA - UBERABA,POLO UAB BRAGANCA PAULISTA,Rua Alexadre Berbari,101,Jardim São Lourenço,12926-67,Escola Municipal Jandira da Costa Valente,(11) 40351600,(11) 40323187,uabpolobraganca@hotmail.com,NULL,NULL
1200,Rio de Janeiro,RJ,-22.993012,-43.252173,RIO DE JANEIRO - SÃO CONRADO,Polo UAB do Rio de Janeiro - Rocinha,Berta Lutz,85,São Conrado,22450290,Complexo Esportivo da Rocinha,(21) 23347099,(21) 23331115,polo-rocinha@cecierj.edu.br,nana64@uol.com.br,NULL
180,Angra dos Reis,RJ,-22.99529960,-44.23816670,ANGRA DOS REIS - JACUECANGA,POLO UAB - ANGRA DOS REIS,Av dos Trabalhadores,179,Jacuecanga,23914360,Polo Universitaio Jair Travasso,(24) 33667128,(24) 33667137,poloangracederj@gmail.com,NULL,NULL
340,Bela Vista do Paraíso,PR,-22.99598170,-51.24223950,BELA VISTA DO PARAISO - CENTRO,POLO PRESENCIAL FREDERICO OSAKU LEITE,R. Dra. Marta da Silva Gomes,732,Centro,86130000,Proximo a prefeitura,(43) 32423749,(43) 32423103,polofredericoosakuleite@gmail.com,s.siq@hotmail.com,NULL
177,Paranavaí,PR,-23.07877170,-52.43802800,PARANAVAI - JARDIM SANTOS DUMOND,POLO UAB  DE PARANAVAI,RUA BARÃO DO CERRO AZUL,210,JARDIM SANTOS DUMOND,87706-03,NULL,(44) 39021207,(),uab@paranavai.pr.go.br,NULL,www.paranavai.pr.gov.br/uab
1364,Jaguapitã,PR,-23.116316,-51.530237,JAGUAPITÃ - CENTRO,Polo UAB Jaguapitã,Rua Plácido de Castro,380,Centro,86610000,NULL,(43) 32721014,(43) 99098535,escolamunicipalpaulofreire@hotmail.com,dofthemys.pr@gmail.com,NULL
527,Jacarezinho,PR,-23.15809470,-49.97771360,JACAREZINHO - CENTRO,UNIVERSIDADE ABERTA DO BRASIL - POLO JACAREZINHO,Rua Costa Junior,1065,centro,86400000,NULL,(43) 39113148,(43) 35258700,srtalves@hotmail.com,uabpolojacarezinho@hotmail.com,NULL
1076,São José dos Campos,SP,-23.16985330,-45.89119640,SAO JOSE DOS CAMPOS - SANTANA,POLO UAB DE SAO JOSE DOS CAMPOS,Avenida Olivo Gomes,250,Santana,12215-11,Ao lado do parque da cidade de São José dos Campos,(12) 39395010,(12) 39113748,gabinetesme02@sjc.sp.gov.br,rosemary.pagotto@sjc.sp.gov.br,NULL
324,Bandeirantes,PR,-23.17837570,-50.30690880,BANDEIRANTES - VILA MORETI,UAB - BANDEIRANTES,Rua dos Expedicionários,160,Vila Moretti,86360000,Escola Municipal Santa Terezinha,(43) 35422367,(43) 996072522,bandeirantes@ead.uepg.br,claudiauab@yahoo.com.br,NULL
1186,Londrina,PR,-23.256766,-51.146796,LONDRINA - CONJUNTO HABITACIONAL MARIA CECÍLIA SERRANO DE OLIVEIRA,Polo UAB de Londrina,Rua Luiz Brugin,615,Conjunto Habitacional Maria Cecília Serrano d,86085310,NULL,(43) 33724097,(43) 33750093,edu.planejamento@londrina.pr.gov.br,NULL,NULL
169,Astorga,PR,-23.27528450,-51.72559910,ASTORGA - VILA SAMUEL,POLO MUNICIPAL DE APOIO PRESENCIAL EAD-UAB-ASTORGA,Paulo Tadashi Satomi,581,Vila Samuel,86730000,Escola Municipal Antenor Balarotti,(44) 32346422,(),uabpoloastorga@hotmail.com,adrianacheron01@hotmail.com,NULL
671,Santa Isabel,SP,-23.336134,-46.230111,SANTA ISABEL - JARDIM NOVO ÉDEN,SANTA ISABEL-SP,Rua das Rosas,780,Jardim Novo Éden,7500000,EMEB Prefeito Waldir José Cabral Saueia,(11) 46574384,(11) 994517519,uab@santaisabel.sp.gov.br,uab.santaisabel@gmail.com,facebook/uabpolosantaisabel
170,Cidade Gaúcha,PR,-23.39361750,-52.93850020,CIDADE GAUCHA - RODOVIA,POLO UAB DE APOIO PRESENCIAL CIDADE GAUCHA - PR,"BR 482, km45",0,Área Rural,87820000,Próximo a Pólicia Rodoviária Estadual,(44) 36758288,(44) 36758538,uab.gaucha@gmail.com,vivmr@hotmail.com,-
318,Assaí,PR,-23.40498920,-50.86644510,ASSAI - CENTRO,POLO UAB -POLO PRESENCIAL DE APOIO AO ENSINO A DISTANCIA DE ASSAI,R. Manoel Ribas,1103,Centro,86220000,Colegio Estadual Barão do Rio Branco,(43) 32621938,(),cidalima.uab@pmassai.com.br,NULL,NULL
1105,São Paulo,SP,-23.406856,-46.750176,SAO PAULO - VILA MALVINA,UniCEU PERUS,Rua Bernardo José de Lorena,0,Perus,5203200,CEU Perus,(11) 39158775,(11) 39158774,smeuniceuperus@prefeitura.sp.gov.br,uniceuperus@gmail.com,NULL
1090,Arapongas,PR,-23.40917410,-51.44497710,ARAPONGAS - CENTRO,POLO UAB ARAPONGAS,Rua Pavão,26,Centro,86701-29,Escola Municipal Antonica Giroldo Franciosi,(43) 39021103,(),sedesarap@yahoo.com.br,NULL,NULL
1022,São Paulo,SP,-23.43499050,-46.75129620,SAO PAULO - JARDIM SANTA LUCRECIA,CEU PERA MARMELO,Rua Pera Marmelo,226,Jardim Santa Lucrecia,5185420,NULL,(11) 39483967,(11) 39483964,smeceuperamarmelo@prefeitura.sp.gov.br,NULL,NULL
713,Sarandi,PR,-23.44531840,-51.85829610,SARANDI - JARDIM INDEPENDENCIA III PARTE,POLO DE APOIO PRESENCIAL  DE SARANDI,Rua Castro Alves,3225,Jardim Independencia - parte III,87114090,NULL,(44) 31261234,(44) 31261230,uabsarandi@gmail.com,NULL,NULL
1026,São Paulo,SP,-23.45913140,-46.70812870,SAO PAULO - JARDIM PAULISTANO (ZONA NORTE),CEU JARDIM PAULISTANO,Rua Aparecida do Taboado,0,Jardim Paulistano,2814000,NULL,(11) 33975410,(),ceujardimpaulistano@prefeitura.sp.gov.br,NULL,NULL
276,Guarulhos,SP,-23.46021230,-46.49729170,GUARULHOS - MACEDO,CENTRO MUNICIPAL DE EDUCACAO ADAMASTOR - CME,Monteiro Lobato,734,Macedo,7112000,- até 1589/1590,(11) 24087603,(11) 24725423,adamastor.guarulhos@gmail.com,adamastor.guarulhos@gmail.com,NULL
1023,São Paulo,SP,-23.46068000,-46.58316910,SAO PAULO - JARDIM GUAPIRA,CEU JACANA,Rua Antonio Cesar Neto,105,Jardim Guapira- Jaçana,2276000,NULL,(11) 33973979,(11) 39583975,smeceujacana@prefeitura.sp.gov.br,NULL,NULL
1101,São Paulo,SP,-23.474937,-46.668394,SAO PAULO - VILA NOVA CACHOEIRINHA,CEU EMEF GILBERTO DUPAS,Av. Dep. Emílio Carlos,3871,Vila Nova Cachoeirinha,2721200,NULL,(11) 39831621,(),emefgdupas@prefeitura.sp.gov.br,NULL,NULL
1021,São Paulo,SP,-23.48212440,-46.75902210,SAO PAULO - JARAGUA,CEU VILA ATLANTICA,Rua  Cel. Jose Venancio Dias,840,Jardim Nardini- Jaragua,5160030,NULL,(11) 39018743,(11) 39018744,smeceuvlatlantica@prefeitura.sp.gov.br,NULL,NULL
1068,Barueri,SP,-23.485963,-46.860651,BARUERI - ALPHAVILLE EMPRESARIAL,FIEB – FUNDACAO INSTITUTO DE EDUCACAO DE BARUERI,Av. Andromeda,500,Centro,6473000,FIEB- Fundação Instituto de Educação de Barueri,(11) 20787811,(),superintendente@fieb.edu.br,mar-miguel@uol.com.br,NULL
1031,São Paulo,SP,-23.49708390,-46.40003080,SAO PAULO - JARDIM MIRANGAIA,CEU VILA CURUCA,Avenida Marechal Tito,3400,Jardim Mirangaia,08115-00,CEU VILA CURUÇA,(11) 25636146,(11) 25636150,smeceuvlcuruca@prefeitura.sp.gov.br,NULL,NULL
1027,São Paulo,SP,-23.50105380,-46.49797390,SAO PAULO - CANGAIBA,CEU QUINTA DO SOL,Av. Luiz Imparato,564,Vila Cisper,3819160,Ceu Quinta do Sol,() 33963430,(11),ceuquintadosol@prefeitura.sp.gov.br,NULL,NULL
1030,São Paulo,SP,-23.51188960,-46.47497800,SAO PAULO - JARDIM SAO CARLOS (ZONA LESTE),UNICEU PARQUE SÃO CARLOS,Rua  Clarear,643,Jardim São Carlos,8062590,NULL,(11) 20454205,(11) 20263594,smeuniceupqsaocarlos@prefeitura.sp.gov.br,NULL,NULL
1032,São Paulo,SP,-23.51352200,-46.38994820,SAO PAULO - CHACARA DONA OLIVIA,CEU PARQUE VAREDAS,Rua Daniel Muller,347,Parque Veredas,8147290,Chacará Dona Olívia,(11) 25636247,(11) 25636248,smeceupqveredas@prefeitura.sp.gov.br,NULL,NULL
1094,São Paulo,SP,-23.520655,-46.45603,SAO PAULO - CIDADE ANTONIO ESTEVAO DE CARVALHO,CEU AZUL DA COR DO MAR,Rua Ernesto de Souza Cruz,2171,Cidade Antônio Estevão de Carvalho,8225380,NULL,(11) 33979000,(),smeceuazuldacordomar@prefeitura.sp.gov.br,NULL,NULL
1106,São Paulo,SP,-23.526968,-46.573394,SAO PAULO -  PENHA,CEU TIQUATIRA,Av Condessa Elizabeth Robiano,0,Penha,3074000,Vila Moreira,(11) 22270516,(),smeceutiquatira@prefeitura.sp.gov.br,NULL,NULL
283,Osasco,SP,-23.52935950,-46.78446950,OSASCO - CENTRO,POLO UAB - CHIQUINHA GONZAGA - OSASCO,Rua Marechal Rondon,263,Centro,6093020,Centro Municipal de Formação Continuada de Professores,(11) 21830949,(11) 21830920,uabosasco.valmir@gmail.com,uabosasco.secretaria@gmail.com,UAB-I
764,Votorantim,SP,-23.54166040,-47.44518980,VOTORANTIM - CENTRO,POLO DE APOIO PRESENCIAL UAB VOTORANTIM,Av. Vereador Newton Vieira Soares,291,Centro,18110-01,NULL,(15) 32472663,(),uabvotorantim@gmail.com,NULL,NULL
282,Jandira,SP,-23.54173100,-46.90855720,JANDIRA - JARDIM EUROPA,POLO UAB - JANDIRA,R Francisco Araújo Chaves,120,Jardim Europa,6626020,NULL,(11) 47892459,(11) 46195786,polouabdejandira@gmail.com,uabjandiracoord@gmail.com,NULL
1033,São Paulo,SP,-23.55051990,-46.63330940,SAO PAULO - JARDIM MORENO,CEU JAMBEIRO,Av Jose Pinheiro Borges,60,Guaianases- Jardim Moreno,84301810,NULL,(11) 29602055,(11) 29602057,smeceujambeiro@prefeitura.sp.gov.br,NULL,NULL
280,Itapevi,SP,-23.55173120,-46.94129090,ITAPEVI - COHAB/SETOR B,POLO UAB - ITAPEVI,Professor Irineu Chaluppe,65,Jardim Itapevi,6653180,NULL,(11) 41438400,(11) 41427854,sec.educacao@itapevi.sp.gov.br,uabitapevisp@gmail.com,NULL
1028,São Paulo,SP,-23.55176550,-46.52059610,SAO PAULO - VILA ARICANDUVA,CEU ARICANDUVA,Rua Olga Fabel Abarca,0,Jardim Santa Terezinha,3572020,NULL,(11) 27237549,(11) 27237548,smeuniceuaricanduva@prefeitura.sp.gov.br,uabceuaricanduva@gmail.com,NULL
305,Apucarana,PR,-23.55213760,-51.46042340,APUCARANA - CENTRO,POLO DE APOIO PRESENCIAL DE APUCARANA,Praça Rui Barbosa,12,Centro,86800970,NULL,(43) 34251603,(),sueligr@gmail.com,apucaranapolo@gmail.com,NULL
425,Congonhinhas,PR,-23.57045670,-50.55497190,CONGONHINHAS - CENTRO,UAB- CONGONHINHAS,Av. Dr. David Xavier da Silva,670,Centro,86320000,NULL,(43) 35541363,(43) 35541029,uabpolo@yahoo.com.br,saferap@hotmail.com,NULL
1095,São Paulo,SP,-23.580634,-46.523829,SAO PAULO - VILA FORMOSA,CEU FORMOSA,Rua Sargento Claudinei Evaristo Dias,10,Vila Formosa,3385150,NULL,(11) 22164622,(),smeceuformosa@prefeitura.sp.gov.br,NULL,NULL
279,Itapetininga,SP,-23.58909500,-48.04878460,ITAPETININGA - TABOAOZINHO,POLO CHOPIN TAVARES DE LIMA,Av. Dr. Ciro de Albuquerque,4750,Taboaozinho,18213615,NULL,(15) 32734590,() 32734238,uab@itapetininga.sp.gov.br,projeto@itapetininga.sp.gov.br,www.itapetininga.sp.gov.br
1018,São Paulo,SP,-23.59076740,-46.77331810,SAO PAULO - JARDIM ESMERALDA,CEU BUTANTA,Av. Engenheiro Heitor Antonio Eiras Garcia,1870,Jardim  Esmeralda,5588001,NULL,(11) 37324551,(11) 37324557,smeceubutanta@prefeitura.sp.gov.br,NULL,NULL
1034,São Paulo,SP,-23.59479000,-46.40570600,SAO PAULO - CIDADE TIRADENTES,CEU AGUA AZUL,Av dos metalurgicos,1262,cidade tiradentes,8471000,NULL,(11) 20164476,(11) 20164479,smeceuaguaazul@prefeitura.sp.gov.br,NULL,NULL
1107,São Paulo,SP,-23.602539,-46.449305,SAO PAULO - PARQUE BOA ESPERANCA,CEU SAO MATEUS,Rua Curumatim,201,Boa Esperança,8341240,NULL,(11) 27328161,(11) 27328162,smeuniceusaomateus@prefeitura.sp.gov.br,uniceusaomateus@gmail.com,NULL
1103,São Paulo,SP,-23.619706,-46.731745,SAO PAULO - PARAISOPOLIS,CEU PARAISOPOLIS,Rua Dr. José Augusto de Souza e Silva,0,Paraisópolis,5712040,NULL,(11) 35015666,(11) 35015660,smeceuparaisopolis@prefeitura.sp.gov.br,NULL,NULL
1100,São Paulo,SP,-23.620547,-46.456233,SAO PAULO - JARDIM PROMORAR,CEU SAO RAFAEL,Rua Cinira Apolônio,100,Promorar,8395320,Rio Claro,(11) 27521001,(),ceusaorafael@prefeitura.sp.gov.br,NULL,NULL
1025,São Paulo,SP,-23.62156820,-46.50118270,SAO PAULO - JARDIM SAO ROBERTO,CEU ROSA DA CHINA,Rua Clara Petrela,113,Jardim São Roberto,3978500,NULL,(11) 27012362,(11) 27012363,smeceurosadachina@prefeitura.sp.gov.br,rocad2016@gmail.com,NULL
1020,São Paulo,SP,-23.62175440,-46.58404490,SAO PAULO - SAO JOAO CLIMACO,CEU MENINOS,Rua Barbinos,111,Sao Joao Climaco,4240110,NULL,(11) 29452560,(11) 25592558,smeceumeninos@prefeitura.sp.gov.br,NULL,NULL
1099,São Paulo,SP,-23.641896,-46.607094,SAO PAULO - PARQUE BRISTOL,CEU PARQUE BRISTOL,Rua Professor Arthur Primaverissi,0,Parque Bristol,4177070,NULL,(11) 23341405,(),ceupqbristolgestao@prefeitura.sp.gov.br,NULL,NULL
1035,São Paulo,SP,-23.64624430,-46.74428540,SAO PAULO - VILA DAS BELEZAS,CEU CASA BLANCA,Rua João Damasceno,0,Vila das Belezas,5841160,NULL,(11) 55195216,(11) 55195217,smeuniceucasablanca@prefeitura.sp.gov.br,uab.ceucasablanca@gmail.com,NULL
1036,São Paulo,SP,-23.64703030,-46.77904300,SAO PAULO - PIRAJUSSARA,CEU CAMPO LIMPO,Av. Carlos Lacerda,678,Pirajussara,5789000,NULL,(11) 58434801,(11) 58434838,smeceucampolimpo@prefeitura.sp.gov.br,NULL,NULL
1057,Cianorte,PR,-23.667872,-52.628648,CIANORTE - ZONA 06,POLO UAB DE CIANORTE,Henrique Dias,211,Zona 6,87205030,Escola Municipal Lidia Usuy Ohi,(44) 36372887,(),lidiaohi@cianorte.pr.gov.br,NULL,NULL
179,Siqueira Campos,PR,-23.67365550,-49.79332790,SIQUEIRA CAMPOS - CENTRO,POLO DE APOIO PRESENCIAL AO ENSINO SUPERIOR DE SIQUEIRA CAMPOS - UAB,Rua Paraná,2095,Centro,84940-00,NULL,(43) 35713958,(),polouabsc@gmail.com,siqueiracampos@nutead.org,siqueiracampos.pr.gov.br/uab
1102,São Paulo,SP,-23.674991,-46.769235,SAO PAULO - CAPAO REDONDO,CEU CAPAO REDONDO,Rua Daniel Gran,0,Jardim Modelo,5867380,CEU - Capão Redondo - Prof. Dr. Celso Seixas Ribeiro Bastos,(11) 58738067,(11) 58678093,smeceucapaoredondo@prefeitura.sp.gov.br,NULL,NULL
442,Diadema,SP,-23.68899310,-46.62693670,DIADEMA - CENTRO,POLO DE APOIO PRESENCIAL DE DIADEMA,Rua Nossa Senhora das Vitórias.,249,Centro,9910140,NULL,(11) 40773550,(11) 996904111,mrcostabastos@gmail.com,polodiadema@gmail.com,www.uabdiadema.com.br
516,Itambé,PR,-23.69609430,-52.00035990,ITAMBE - PARQUE INDUSTRIAL,POLO DE APOIO PRESENCIAL DE ITAMBE,Rua Luis Fedrigo,3,Parque Industrial,87175000,NULL,(44) 32311366,(44) 32311592,uabitambe@hotmail.com,ivetebpereira@hotmail.com,NULL
1029,São Paulo,SP,-23.70016250,-46.69673560,SAO PAULO - INTERLAGOS,CEU CIDADE DUTRA,Av. Interlagos,7350,Interlagos,4777000,NULL,(11) 56681955,(11) 56681954,smeceucdedutra@prefeitura.sp.gov.br,NULL,NULL
1024,São Paulo,SP,-23.70893520,-46.63975500,SAO PAULO - BALNEARIO SAO FRANCISCO,CEU ALVARENGA,Estrada Alvarenga,3752,Balneário São Francisco- Pedreira,4474340,NULL,(11) 56722501,(11) 56722503,smeuniceualvarenga@prefeitura.sp.gov.br,uab.ceualvarenga@gmail.com,NULL
1096,São Paulo,SP,-23.735567,-46.780805,SAO PAULO - JARDIM ANGELA,CEU VILA DO SOL,Avenida dos Funcionários Públicos,369,Jardim Vera Cruz,4962000,No CEU Vila do Sol,(11) 33979800,(),smeceuviladosol@prefeitura.sp.gov.br,NULL,NULL
171,Cruzeiro do Oeste,PR,-23.74007930,-53.08889430,CRUZEIRO DO OESTE - CENTRO,POLO REGIONAL DE APOIO PRESENCIAL DA UAB - CRUZEIRO DO OESTE,AVENIDA PALMAS - ESQUINA COM A RUA FAXINAL,220,CENTRO,87400-00,NULL,(44) 36762093,(),florinda@cruzeirodooeste.pr.gov.br,florinda@cruzeirodooeste.pr.gov.br,WWW.CRUZEIRODOOESTE.PR.GOV.BR
1097,São Paulo,SP,-23.742584,-46.660848,SAO PAULO - PARQUE RESIDENCIAL COCAIA,CEU NAVEGANTE,Rua Maria Moassab Barbour,0,Cantinho do Céu - Grajaú,4849000,NULL,(11) 59765527,(11) 59765531,smeceunavegantes@prefeitura.sp.gov.br,NULL,NULL
455,Engenheiro Beltrão,PR,-23.74279490,-52.23371840,ENGENHEIRO BELTRAO - CENTRO,POLO UAB - ENGENHEIRO BELTRAO,Rua Clotario Portugal,115,Centro,87270000,NULL,(44) 35372642,(),polouabbeltrao@bol.com.br,NULL,NULL
744,Umuarama,PR,-23.76610640,-53.32061050,UMUARAMA - JARDIM SAO FERNANDES,POLO DE APOIO PRESENCIAL DE UMUARAMA,Rua Amaury Haruo Sunahara,2047,Jardim São Fernandes,87508176,NULL,(44) 39061076,(),uab@umuarama.pr.gov.br,uab.umuarama@hotmail.com,NULL
