id_polo_1;"no_municipio_polo_2";"no_polo_3";"polo_dependencia_administrativa_4";"polo_status_5";"polo_conceito_6";id_ies_7;id_ies_8;"ies_uf_9";"sg_ies_10";"no_curso_11";id_curso_12;"tipo_curso_13";"dt_inicio_real_oferta_14";"dt_provavel_fim_15";"dt_fim_curso_16";qt_vagas_17;qt_alunos_formado_18;qt_alunos_nao_concluinte_19;qt_alunos_desvinculado_20;qt_alunos_cadastrado_21
 825;"MACAU";"MACAU - PORTO DE SAO PEDRO";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"PEDAGOGIA (SERIES INICIAIS)"; 635;"LICENCIATURA";"01/2014";"12/2017";"08/2017"; 50; 0; 0; 0; 43
 825;"MACAU";"MACAU - PORTO DE SAO PEDRO";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"PEDAGOGIA (SERIES INICIAIS)"; 635;"LICENCIATURA";"08/2012";"06/2016";"12/2016"; 60; 0; 0; 20; 60
 825;"MACAU";"MACAU - PORTO DE SAO PEDRO";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"QUIMICA"; 353;"LICENCIATURA";"01/2014";"12/2017";"08/2017"; 50; 0; 0; 1; 30
 825;"MACAU";"MACAU - PORTO DE SAO PEDRO";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"QUIMICA"; 353;"LICENCIATURA";"02/2010";"12/2013";"12/2014"; 30; 1; 5; 25; 31
 826;"NOVA CRUZ";"NOVA CRUZ - NOVA CRUZ";"Federal";"ATIVO";"FR"; 54; 54;"RN";"UFRN";"ADMINISTRACAO PUBLICA"; 639;"BACHARELADO";"02/2011";"12/2014";"05/2014"; 60; 0; 45; 12; 57
 826;"NOVA CRUZ";"NOVA CRUZ - NOVA CRUZ";"Federal";"ATIVO";"FR"; 54; 54;"RN";"UFRN";"ADMINISTRACAO PUBLICA"; 639;"BACHARELADO";;"01/2014";"06/2013"; 50; 0; 0; 0; 0
 826;"NOVA CRUZ";"NOVA CRUZ - NOVA CRUZ";"Federal";"ATIVO";"FR"; 54; 54;"RN";"UFRN";"CIENCIAS BIOLOGICAS"; 120;"LICENCIATURA";"02/2009";"01/2013";"12/2013"; 50; 14; 14; 25; 53
 826;"NOVA CRUZ";"NOVA CRUZ - NOVA CRUZ";"Federal";"ATIVO";"FR"; 54; 54;"RN";"UFRN";"CIENCIAS BIOLOGICAS"; 120;"LICENCIATURA";"02/2010";"12/2013";"12/2014"; 40; 1; 21; 29; 51
 826;"NOVA CRUZ";"NOVA CRUZ - NOVA CRUZ";"Federal";"ATIVO";"FR"; 54; 54;"RN";"UFRN";"CIENCIAS BIOLOGICAS"; 120;"LICENCIATURA";"08/2012";"06/2016";"12/2016"; 50; 0; 0; 8; 46
 826;"NOVA CRUZ";"NOVA CRUZ - NOVA CRUZ";"Federal";"ATIVO";"FR"; 54; 54;"RN";"UFRN";"EDUCACAO FISICA"; 636;"LICENCIATURA";"08/2012";"07/2016";"12/2016"; 60; 0; 0; 10; 58
 826;"NOVA CRUZ";"NOVA CRUZ - NOVA CRUZ";"Federal";"ATIVO";"FR"; 54; 54;"RN";"UFRN";"GEOGRAFIA"; 352;"LICENCIATURA";"02/2010";"12/2013";"12/2014"; 65; 25; 15; 25; 65
 826;"NOVA CRUZ";"NOVA CRUZ - NOVA CRUZ";"Federal";"ATIVO";"FR"; 54; 54;"RN";"UFRN";"GEOGRAFIA"; 352;"LICENCIATURA";"08/2012";"07/2016";"12/2016"; 50; 0; 0; 3; 49
 826;"NOVA CRUZ";"NOVA CRUZ - NOVA CRUZ";"Federal";"ATIVO";"FR"; 54; 54;"RN";"UFRN";"GESTAO EM SAUDE"; 1471;"ESPECIALIZAÇÃO";"04/2013";"09/2014";"09/2014"; 50; 0; 48; 0; 48
 826;"NOVA CRUZ";"NOVA CRUZ - NOVA CRUZ";"Federal";"ATIVO";"FR"; 54; 54;"RN";"UFRN";"GESTAO PUBLICA"; 1012;"ESPECIALIZAÇÃO";"03/2011";"07/2012";"05/2011"; 40; 0; 30; 0; 30
 826;"NOVA CRUZ";"NOVA CRUZ - NOVA CRUZ";"Federal";"ATIVO";"FR"; 54; 54;"RN";"UFRN";"GESTAO PUBLICA MUNICIPAL"; 1018;"ESPECIALIZAÇÃO";"02/2010";"01/2012";"08/2011"; 40; 0; 39; 0; 39
 826;"NOVA CRUZ";"NOVA CRUZ - NOVA CRUZ";"Federal";"ATIVO";"FR"; 54; 54;"RN";"UFRN";"LETRAS  PORTUGUES"; 1427;"LICENCIATURA";"08/2012";"07/2016";"12/2016"; 50; 0; 0; 2; 44
 826;"NOVA CRUZ";"NOVA CRUZ - NOVA CRUZ";"Federal";"ATIVO";"FR"; 54; 54;"RN";"UFRN";"MATEMATICA"; 122;"LICENCIATURA";"02/2010";"12/2013";"12/2014"; 50; 7; 6; 30; 43
 826;"NOVA CRUZ";"NOVA CRUZ - NOVA CRUZ";"Federal";"ATIVO";"FR"; 54; 54;"RN";"UFRN";"MATEMATICA"; 122;"LICENCIATURA";"08/2012";"06/2016";"12/2016"; 50; 3; 0; 24; 53
 826;"NOVA CRUZ";"NOVA CRUZ - NOVA CRUZ";"Federal";"ATIVO";"FR"; 54; 54;"RN";"UFRN";"PEDAGOGIA (SERIES INICIAIS)"; 635;"LICENCIATURA";"08/2012";"06/2016";"12/2016"; 60; 0; 0; 6; 56
 826;"NOVA CRUZ";"NOVA CRUZ - NOVA CRUZ";"Federal";"ATIVO";"FR"; 54; 54;"RN";"UFRN";"QUIMICA"; 353;"LICENCIATURA";"08/2012";"06/2016";"12/2016"; 50; 0; 0; 15; 48
 829;"CURRAIS NOVOS";"CURRAIS NOVOS - CURRAIS NOVOS";"Federal";"ATIVO";"AA"; 13; 13;"RN";"IFRN";"GESTAO PUBLICA "; 1449;"ESPECIALIZAÇÃO";"08/2013";"01/2015";"09/2014"; 50; 0; 44; 13; 57
 829;"CURRAIS NOVOS";"CURRAIS NOVOS - CURRAIS NOVOS";"Federal";"ATIVO";"AA"; 13; 13;"RN";"IFRN";"LETRAS ESPANHOL"; 197;"LICENCIATURA";"08/2013";"07/2018";"08/2017"; 50; 0; 0; 8; 46
 829;"CURRAIS NOVOS";"CURRAIS NOVOS - CURRAIS NOVOS";"Federal";"ATIVO";"AA"; 13; 13;"RN";"IFRN";"LITERATURA E ENSINO"; 198;"ESPECIALIZAÇÃO";"08/2013";"02/2015";"02/2015"; 50; 26; 15; 0; 41
 829;"CURRAIS NOVOS";"CURRAIS NOVOS - CURRAIS NOVOS";"Federal";"ATIVO";"AA"; 17; 17;"RJ";"FIOCRUZ";"FACILITADORES DE EDUCACAO PERMANENTE EM SAUDE"; 22;"APERFEIÇOAMENTO";"08/2014";"04/2015";"08/2014"; 20; 12; 0; 5; 17
 829;"CURRAIS NOVOS";"CURRAIS NOVOS - CURRAIS NOVOS";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"ADMINISTRACAO PUBLICA"; 639;"BACHARELADO";"01/2014";"06/2018";"08/2017"; 50; 0; 0; 3; 43
 829;"CURRAIS NOVOS";"CURRAIS NOVOS - CURRAIS NOVOS";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"ADMINISTRACAO PUBLICA"; 639;"BACHARELADO";"02/2010";"12/2013";"07/2013"; 50; 14; 9; 30; 53
 829;"CURRAIS NOVOS";"CURRAIS NOVOS - CURRAIS NOVOS";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"CIENCIAS BIOLOGICAS"; 120;"LICENCIATURA";"01/2014";"12/2017";"08/2017"; 50; 0; 0; 6; 49
 829;"CURRAIS NOVOS";"CURRAIS NOVOS - CURRAIS NOVOS";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"CIENCIAS BIOLOGICAS"; 120;"LICENCIATURA";"02/2010";"12/2013";"12/2014"; 50; 0; 15; 29; 44
 829;"CURRAIS NOVOS";"CURRAIS NOVOS - CURRAIS NOVOS";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"CIENCIAS BIOLOGICAS"; 120;"LICENCIATURA";"08/2012";"06/2016";"12/2016"; 50; 0; 0; 3; 46
 829;"CURRAIS NOVOS";"CURRAIS NOVOS - CURRAIS NOVOS";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"EDUCACAO FISICA"; 636;"LICENCIATURA";"08/2012";"07/2016";"12/2016"; 60; 0; 0; 22; 60
 829;"CURRAIS NOVOS";"CURRAIS NOVOS - CURRAIS NOVOS";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"ENSINO DE CIENCIAS (CIENCIA E 10!)"; 1692;"ESPECIALIZAÇÃO";;"01/2016";"02/2016"; 30; 0; 0; 0; 0
 829;"CURRAIS NOVOS";"CURRAIS NOVOS - CURRAIS NOVOS";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"ENSINO DE FILOSOFIA NO ENSINO MEDIO"; 1617;"ESPECIALIZAÇÃO";"03/2015";"08/2016";"02/2016"; 30; 0; 0; 0; 19
 829;"CURRAIS NOVOS";"CURRAIS NOVOS - CURRAIS NOVOS";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"ENSINO DE MATEMATICA NO ENSINO MEDIO"; 1646;"ESPECIALIZAÇÃO";"03/2015";"08/2016";"02/2016"; 30; 0; 0; 0; 23
 829;"CURRAIS NOVOS";"CURRAIS NOVOS - CURRAIS NOVOS";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"ENSINO DE SOCIOLOGIA NO ENSINO MEDIO"; 1735;"ESPECIALIZAÇÃO";"03/2015";"08/2016";"02/2016"; 30; 0; 0; 0; 17
 829;"CURRAIS NOVOS";"CURRAIS NOVOS - CURRAIS NOVOS";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"FISICA"; 121;"LICENCIATURA";"01/2014";"12/2017";"08/2017"; 50; 0; 0; 0; 21
 829;"CURRAIS NOVOS";"CURRAIS NOVOS - CURRAIS NOVOS";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"FISICA"; 121;"LICENCIATURA";"02/2010";"01/2014";"12/2014"; 50; 1; 5; 30; 36
 829;"CURRAIS NOVOS";"CURRAIS NOVOS - CURRAIS NOVOS";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"GEOGRAFIA"; 352;"LICENCIATURA";"01/2014";"01/2018";"08/2017"; 50; 0; 0; 0; 42
 829;"CURRAIS NOVOS";"CURRAIS NOVOS - CURRAIS NOVOS";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"GESTAO EM SAUDE"; 1471;"ESPECIALIZAÇÃO";"04/2013";"09/2014";"09/2014"; 50; 0; 51; 0; 51
 829;"CURRAIS NOVOS";"CURRAIS NOVOS - CURRAIS NOVOS";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"GESTAO PUBLICA MUNICIPAL"; 1018;"ESPECIALIZAÇÃO";;"01/2015";"02/2015"; 50; 0; 0; 0; 0
 829;"CURRAIS NOVOS";"CURRAIS NOVOS - CURRAIS NOVOS";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"HISTORIA"; 638;"LICENCIATURA";"01/2014";"12/2017";"12/2017"; 50; 0; 0; 4; 44
 829;"CURRAIS NOVOS";"CURRAIS NOVOS - CURRAIS NOVOS";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"LETRAS  PORTUGUES"; 1427;"LICENCIATURA";"01/2014";"01/2018";"08/2017"; 50; 0; 0; 1; 32
 829;"CURRAIS NOVOS";"CURRAIS NOVOS - CURRAIS NOVOS";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"LETRAS  PORTUGUES"; 1427;"LICENCIATURA";"08/2012";"07/2016";"12/2016"; 50; 0; 0; 5; 46
 829;"CURRAIS NOVOS";"CURRAIS NOVOS - CURRAIS NOVOS";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"MATEMATICA"; 122;"LICENCIATURA";"01/2014";"12/2017";"08/2017"; 50; 0; 0; 12; 29
 829;"CURRAIS NOVOS";"CURRAIS NOVOS - CURRAIS NOVOS";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"MATEMATICA"; 122;"LICENCIATURA";"02/2010";"12/2013";"12/2014"; 50; 11; 7; 30; 48
 829;"CURRAIS NOVOS";"CURRAIS NOVOS - CURRAIS NOVOS";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"MATEMATICA"; 122;"LICENCIATURA";"08/2012";"06/2016";"12/2016"; 50; 2; 0; 32; 50
 829;"CURRAIS NOVOS";"CURRAIS NOVOS - CURRAIS NOVOS";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"PEDAGOGIA (SERIES INICIAIS)"; 635;"LICENCIATURA";"01/2014";"12/2017";"08/2017"; 50; 0; 0; 0; 54
 829;"CURRAIS NOVOS";"CURRAIS NOVOS - CURRAIS NOVOS";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"PEDAGOGIA (SERIES INICIAIS)"; 635;"LICENCIATURA";"08/2012";"06/2016";"12/2016"; 60; 0; 0; 22; 56
 829;"CURRAIS NOVOS";"CURRAIS NOVOS - CURRAIS NOVOS";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"QUIMICA"; 353;"LICENCIATURA";"01/2014";"12/2017";"08/2017"; 50; 0; 0; 0; 19
 829;"CURRAIS NOVOS";"CURRAIS NOVOS - CURRAIS NOVOS";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"QUIMICA"; 353;"LICENCIATURA";"02/2010";"12/2013";"12/2014"; 50; 3; 16; 37; 56
 829;"CURRAIS NOVOS";"CURRAIS NOVOS - CURRAIS NOVOS";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"QUIMICA"; 353;"LICENCIATURA";;"05/2016";"12/2016"; 50; 0; 0; 0; 0
 830;"CAICO";"CAICO - PENEDO";"Federal";"ATIVO";"AA"; 13; 13;"RN";"IFRN";"EDUCACAO AMBIENTAL E GEOGRAFIA DO SEMI-ARIDO NUMA ABORDAGEM INTERDISCIPLINAR"; 196;"ESPECIALIZAÇÃO";"07/2013";"12/2014";"02/2015"; 50; 27; 19; 3; 49
 830;"CAICO";"CAICO - PENEDO";"Federal";"ATIVO";"AA"; 13; 13;"RN";"IFRN";"O ENSINO DE LINGUA PORTUGUESA E MATEMATICA NUMA ABORDAGEM TRANSDISCIPLINAR"; 199;"ESPECIALIZAÇÃO";"07/2013";"02/2015";"02/2015"; 50; 27; 1; 28; 56
 830;"CAICO";"CAICO - PENEDO";"Federal";"ATIVO";"AA"; 17; 17;"RJ";"FIOCRUZ";"FACILITADORES DE EDUCACAO PERMANENTE EM SAUDE"; 22;"APERFEIÇOAMENTO";"08/2014";"04/2015";"08/2014"; 20; 9; 0; 2; 11
 830;"CAICO";"CAICO - PENEDO";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"ADMINISTRACAO - PILOTO"; 438;"BACHARELADO";"07/2006";"01/2011";"12/2010"; 800; 312; 9; 267; 588
 830;"CAICO";"CAICO - PENEDO";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"ADMINISTRACAO PUBLICA"; 639;"BACHARELADO";"01/2014";"06/2018";"08/2017"; 50; 0; 0; 4; 44
 830;"CAICO";"CAICO - PENEDO";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"ADMINISTRACAO PUBLICA"; 639;"BACHARELADO";"02/2010";"12/2013";"07/2013"; 50; 11; 18; 24; 53
 830;"CAICO";"CAICO - PENEDO";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"ADMINISTRACAO PUBLICA"; 639;"BACHARELADO";"02/2011";"12/2014";"06/2014"; 50; 0; 29; 18; 47
 830;"CAICO";"CAICO - PENEDO";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"CIENCIAS BIOLOGICAS"; 120;"LICENCIATURA";"01/2014";"12/2017";"08/2017"; 50; 0; 0; 2; 46
 830;"CAICO";"CAICO - PENEDO";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"CIENCIAS BIOLOGICAS"; 120;"LICENCIATURA";"02/2009";"01/2013";"02/2013"; 50; 14; 14; 27; 55
 830;"CAICO";"CAICO - PENEDO";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"CIENCIAS BIOLOGICAS"; 120;"LICENCIATURA";"02/2010";"12/2013";"12/2014"; 50; 1; 3; 7; 11
 830;"CAICO";"CAICO - PENEDO";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"CIENCIAS BIOLOGICAS"; 120;"LICENCIATURA";"08/2012";"06/2016";"12/2016"; 50; 0; 0; 8; 49
 830;"CAICO";"CAICO - PENEDO";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"EDUCACAO FISICA"; 636;"LICENCIATURA";"08/2012";"07/2016";"12/2016"; 50; 0; 0; 12; 48
 830;"CAICO";"CAICO - PENEDO";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"ENSINO DE CIENCIAS (CIENCIA E 10!)"; 1692;"ESPECIALIZAÇÃO";;"01/2016";"02/2016"; 30; 0; 0; 0; 0
 830;"CAICO";"CAICO - PENEDO";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"ENSINO DE FILOSOFIA NO ENSINO MEDIO"; 1617;"ESPECIALIZAÇÃO";"03/2015";"08/2016";"02/2016"; 30; 0; 0; 0; 26
 830;"CAICO";"CAICO - PENEDO";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"ENSINO DE MATEMATICA NO ENSINO MEDIO"; 1646;"ESPECIALIZAÇÃO";"03/2015";"08/2016";"02/2016"; 30; 0; 0; 0; 30
 830;"CAICO";"CAICO - PENEDO";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"ENSINO DE SOCIOLOGIA NO ENSINO MEDIO"; 1735;"ESPECIALIZAÇÃO";"03/2015";"08/2016";"02/2016"; 30; 0; 0; 0; 30
 830;"CAICO";"CAICO - PENEDO";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"GEOGRAFIA"; 352;"LICENCIATURA";"01/2014";"01/2018";"08/2017"; 50; 0; 0; 0; 21
 830;"CAICO";"CAICO - PENEDO";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"GEOGRAFIA"; 352;"LICENCIATURA";"02/2010";"12/2013";"12/2014"; 65; 22; 9; 26; 57
 830;"CAICO";"CAICO - PENEDO";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"GEOGRAFIA"; 352;"LICENCIATURA";"08/2012";"07/2016";"12/2016"; 50; 0; 0; 1; 50
 830;"CAICO";"CAICO - PENEDO";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"GESTAO EM SAUDE"; 1471;"ESPECIALIZAÇÃO";"04/2013";"11/2014";"09/2014"; 50; 0; 50; 0; 50
 830;"CAICO";"CAICO - PENEDO";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"GESTAO PUBLICA"; 1012;"ESPECIALIZAÇÃO";"03/2011";"07/2012";"05/2011"; 40; 0; 51; 0; 51
 830;"CAICO";"CAICO - PENEDO";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"GESTAO PUBLICA"; 1012;"ESPECIALIZAÇÃO";;"01/2015";"02/2015"; 50; 0; 0; 0; 0
 830;"CAICO";"CAICO - PENEDO";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"GESTAO PUBLICA MUNICIPAL"; 1018;"ESPECIALIZAÇÃO";"08/2010";"01/2012";"05/2011"; 40; 0; 40; 0; 40
 830;"CAICO";"CAICO - PENEDO";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"GESTAO PUBLICA MUNICIPAL"; 1018;"ESPECIALIZAÇÃO";;"01/2015";"02/2015"; 50; 0; 0; 0; 0
 830;"CAICO";"CAICO - PENEDO";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"LETRAS  PORTUGUES"; 1427;"LICENCIATURA";"01/2014";"01/2018";"08/2017"; 50; 0; 0; 5; 48
 830;"CAICO";"CAICO - PENEDO";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"LETRAS  PORTUGUES"; 1427;"LICENCIATURA";"08/2012";"07/2016";"12/2016"; 50; 0; 0; 12; 36
 830;"CAICO";"CAICO - PENEDO";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"MATEMATICA"; 122;"LICENCIATURA";"01/2014";"12/2017";"08/2017"; 50; 0; 0; 9; 21
 830;"CAICO";"CAICO - PENEDO";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"MIDIAS NA EDUCACAO"; 1159;"ESPECIALIZAÇÃO";"03/2011";"02/2013";"10/2012"; 120; 59; 0; 24; 83
 830;"CAICO";"CAICO - PENEDO";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"PEDAGOGIA (SERIES INICIAIS)"; 635;"LICENCIATURA";"01/2014";"12/2017";"08/2017"; 50; 0; 0; 0; 42
 830;"CAICO";"CAICO - PENEDO";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"PEDAGOGIA (SERIES INICIAIS)"; 635;"LICENCIATURA";"08/2012";"06/2016";"12/2016"; 60; 0; 0; 26; 63
 830;"CAICO";"CAICO - PENEDO";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"QUIMICA"; 353;"LICENCIATURA";"01/2014";"12/2017";"08/2017"; 50; 0; 0; 1; 16
 830;"CAICO";"CAICO - PENEDO";"Federal";"ATIVO";"AA"; 54; 54;"RN";"UFRN";"QUIMICA"; 353;"LICENCIATURA";"08/2012";"06/2016";"12/2016"; 50; 0; 0; 9; 29
 833;"PEDRO AFONSO";"PEDRO AFONSO - SETOR BELA VISTA 1";"Estadual";"ATIVO";"AA"; 63; 63;"TO";"UFT";"ADMINISTRACAO PUBLICA"; 1476;"BACHARELADO";"03/2014";"01/2018";"12/2017"; 40; 0; 0; 0; 36
 834;"GUARAI";"GUARAI - SETOR VANDERLITO";"Estadual";"ATIVO";"AA"; 17; 17;"RJ";"FIOCRUZ";"FACILITADORES DE EDUCACAO PERMANENTE EM SAUDE"; 22;"APERFEIÇOAMENTO";"08/2014";"04/2015";"08/2014"; 20; 6; 0; 2; 8
 834;"GUARAI";"GUARAI - SETOR VANDERLITO";"Estadual";"ATIVO";"AA"; 63; 63;"TO";"UFT";"ADMINISTRACAO PUBLICA"; 1476;"BACHARELADO";"02/2015";"01/2019";"09/2018"; 50; 0; 0; 0; 48
 834;"GUARAI";"GUARAI - SETOR VANDERLITO";"Estadual";"ATIVO";"AA"; 63; 63;"TO";"UFT";"ADMINISTRACAO PUBLICA"; 1476;"BACHARELADO";"03/2014";"01/2018";"12/2017"; 40; 0; 0; 0; 40
 834;"GUARAI";"GUARAI - SETOR VANDERLITO";"Estadual";"ATIVO";"AA"; 63; 63;"TO";"UFT";"GESTAO PUBLICA"; 1013;"ESPECIALIZAÇÃO";"03/2014";"07/2015";"09/2014"; 50; 25; 25; 0; 50
 834;"GUARAI";"GUARAI - SETOR VANDERLITO";"Estadual";"ATIVO";"AA"; 63; 63;"TO";"UFT";"GESTAO PUBLICA MUNICIPAL"; 1015;"ESPECIALIZAÇÃO";"04/2010";"09/2011";"02/2011"; 40; 25; 3; 9; 37
 834;"GUARAI";"GUARAI - SETOR VANDERLITO";"Estadual";"ATIVO";"AA"; 63; 63;"TO";"UFT";"MATEMATICA"; 1510;"LICENCIATURA";"02/2015";"01/2019";"03/2018"; 30; 0; 0; 3; 22
 834;"GUARAI";"GUARAI - SETOR VANDERLITO";"Estadual";"ATIVO";"AA"; 63; 63;"TO";"UFT";"MIDIAS NA EDUCACAO"; 1155;"EXTENSÃO";"03/2011";"08/2011";"10/2011"; 50; 0; 47; 0; 47
 834;"GUARAI";"GUARAI - SETOR VANDERLITO";"Estadual";"ATIVO";"AA"; 63; 63;"TO";"UFT";"MIDIAS NA EDUCACAO"; 1155;"EXTENSÃO";"05/2010";"10/2010";"09/2010"; 50; 38; 0; 9; 47
 834;"GUARAI";"GUARAI - SETOR VANDERLITO";"Estadual";"ATIVO";"AA"; 109; 109;"TO";"UNITINS";"LETRAS LINGUA PORTUGUESA, LINGUA ESPANHOLA E RESPECTIVAS LITERATURAS"; 1358;"LICENCIATURA";"02/2014";"01/2018";"02/2018"; 50; 0; 0; 12; 17
 834;"GUARAI";"GUARAI - SETOR VANDERLITO";"Estadual";"ATIVO";"AA"; 109; 109;"TO";"UNITINS";"PEDAGOGIA"; 1357;"LICENCIATURA";"02/2014";"01/2018";"02/2018"; 50; 0; 0; 20; 42
 835;"JOAO PESSOA";"JOAO PESSOA - CENTRO";"Estadual";"ATIVO";"AA"; 26; 26;"PB";"UEPB";"ADMINISTRACAO - PILOTO"; 239;"BACHARELADO";"06/2006";"12/2010";"12/2013"; 200; 107; 31; 18; 156
 835;"JOAO PESSOA";"JOAO PESSOA - CENTRO";"Estadual";"ATIVO";"AA"; 26; 26;"PB";"UEPB";"ADMINISTRACAO PUBLICA"; 874;"BACHARELADO";"03/2011";"01/2015";"08/2013"; 150; 24; 164; 0; 188
 835;"JOAO PESSOA";"JOAO PESSOA - CENTRO";"Estadual";"ATIVO";"AA"; 26; 26;"PB";"UEPB";"ADMINISTRACAO PUBLICA"; 874;"BACHARELADO";"03/2014";"02/2018";"03/2017"; 150; 0; 0; 0; 155
 835;"JOAO PESSOA";"JOAO PESSOA - CENTRO";"Estadual";"ATIVO";"AA"; 26; 26;"PB";"UEPB";"GEOGRAFIA"; 240;"LICENCIATURA";"03/2010";"07/2014";"03/2014"; 50; 11; 69; 0; 80
 835;"JOAO PESSOA";"JOAO PESSOA - CENTRO";"Estadual";"ATIVO";"AA"; 26; 26;"PB";"UEPB";"GESTAO EM SAUDE"; 877;"ESPECIALIZAÇÃO";"09/2010";"09/2011";"02/2011"; 50; 21; 22; 11; 54
 835;"JOAO PESSOA";"JOAO PESSOA - CENTRO";"Estadual";"ATIVO";"AA"; 26; 26;"PB";"UEPB";"GESTAO PUBLICA"; 876;"ESPECIALIZAÇÃO";"09/2010";"10/2011";"02/2011"; 50; 23; 26; 5; 54
 835;"JOAO PESSOA";"JOAO PESSOA - CENTRO";"Estadual";"ATIVO";"AA"; 26; 26;"PB";"UEPB";"GESTAO PUBLICA MUNICIPAL"; 875;"ESPECIALIZAÇÃO";"09/2010";"09/2011";"02/2011"; 50; 22; 23; 2; 47
 835;"JOAO PESSOA";"JOAO PESSOA - CENTRO";"Estadual";"ATIVO";"AA"; 26; 26;"PB";"UEPB";"LETRAS PORTUGUES"; 241;"LICENCIATURA";"06/2010";"07/2014";"05/2014"; 170; 29; 114; 26; 169
 835;"JOAO PESSOA";"JOAO PESSOA - CENTRO";"Estadual";"ATIVO";"AA"; 39; 39;"MG";"UFJF";"ESPORTES E ATIVIDADES FISICAS INCLUSIVAS PARA PESSOAS COM DEFICIENCIA"; 289;"ESPECIALIZAÇÃO";"08/2014";"02/2016";"01/2016"; 30; 0; 0; 0; 24
 836;"CAMPINA GRANDE";"CAMPINA GRANDE - BAIRRO UNIVERSISTARIO";"Estadual";"INATIVO";"AA"; 26; 26;"PB";"UEPB";"ADMINISTRACAO - PILOTO"; 239;"BACHARELADO";"06/2006";"12/2010";"12/2013"; 200; 86; 56; 15; 157
